_id,regionId,regionName,date,bedReservedOxygen,bedUsedOxygen,bedUsedConfirmedOxygen,bedUsedSuspiciousOxygen,url,bedReservedReanimation,bedUsedReanimation,bedUsedConfirmedReanimation,bedUsedSuspiciousReanimation,bedReservedChildren,bedUsedChildren,bedUsedConfirmedChildren,bedUsedSuspiciousChildren,bedReservedMaternity,bedUsedMaternity,bedUsedConfirmedMaternity,bedUsedSuspiciousMaternity,bedReservedTotal,bedReservedTotalCovid,bedReservedTotalOther,bedUsedTotalCovid,bedReservedOxigen,bedReservedOxigenCovid,bedReservedOxigenOther,bedUsedOxigenCovid,bedReservedReanimationCovid,bedReservedReanimationOther,bedUsedReanimationCovid,HospitalizedPerDay,RecoveredPerDay,usedIvm,usedEkmoCovid,usedEkmoSuspicious,vaccinationAstraZeneca1,vaccinationPfizer1,vaccinationSinovac1,vaccinationNovavax1,vaccinationAge18_20_1,vaccinationAge20_39_1,vaccinationAge40_49_1,vaccinationAge50_59_1,vaccinationAge60_69_1,vaccinationAge70_79_1,vaccinationAge80__1
607de70401199d2a103fba19,118,Житомирська область,2021-03-12,2458,1354,1182,172,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=118,269,109,102,7,127,22,15,7,30,4,4,0,5273,2818,2455,1431,2816,2458,358,1354,219,50,109,215,173,48,0,0,170,0,0,null,0,37,55,62,14,2,0
607de70401199d2a103fba1a,121,Закарпатська область,2021-03-12,1709,1144,1054,90,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=121,213,135,127,8,41,22,20,2,41,13,13,0,5119,2460,2659,1930,1776,1709,67,1144,157,56,135,195,192,30,4,0,280,0,0,null,2,86,60,55,72,5,0
607de70401199d2a103fba1b,123,Запорізька область,2021-03-12,2369,494,419,75,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=123,435,74,67,7,170,28,5,23,76,3,1,2,8346,2881,5465,724,2897,2369,528,494,247,188,74,111,91,37,0,4,360,0,0,null,0,70,113,104,62,11,0
607de70401199d2a103fba1c,126,Івано-Франківська область,2021-03-12,3071,1979,1829,150,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=126,269,185,178,7,265,77,49,28,113,60,44,16,7081,4202,2879,3438,3360,3071,289,1979,230,39,185,286,281,96,0,0,374,0,0,null,5,111,87,90,65,13,3
607de70401199d2a103fba1d,132,Київська область,2021-03-12,2547,1124,997,127,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=132,192,85,80,5,107,24,14,10,81,3,3,0,5517,2852,2665,1332,2788,2547,241,1124,185,7,85,169,121,30,0,0,690,0,0,null,3,177,195,159,107,44,5
607de70401199d2a103fba1e,135,Кіровоградська область,2021-03-12,1050,184,163,21,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=135,88,31,31,0,27,1,1,0,3,0,0,0,2636,1050,1586,228,1115,1050,65,184,54,34,31,47,49,18,0,0,220,0,0,null,2,37,55,45,62,15,4
607de70401199d2a103fba1f,144,Луганська область,2021-03-12,1432,238,169,69,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=144,115,20,18,2,30,26,3,23,26,0,0,0,2906,1432,1474,265,1820,1432,388,238,89,26,20,29,18,8,0,0,160,0,0,null,0,59,55,37,8,1,0
607de70401199d2a103fba20,146,Львівська область,2021-03-12,3705,1815,1424,391,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=146,345,172,152,20,50,22,15,7,50,21,14,7,7979,3955,4024,2029,4673,3705,968,1815,261,84,172,199,170,52,0,0,330,0,0,null,0,121,73,66,62,8,0
607de70401199d2a103fba21,148,Миколаївська область,2021-03-12,1870,976,737,239,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=148,194,84,71,13,95,91,28,63,70,9,8,1,3650,2292,1358,1300,1988,1870,118,976,172,22,84,171,125,25,0,0,430,0,0,null,3,121,98,143,49,15,1
607de70401199d2a103fba22,151,Одеська область,2021-03-12,2603,1094,763,331,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=151,369,108,80,28,277,75,9,66,47,5,3,2,8559,3634,4925,1514,3083,2603,480,1094,295,74,108,216,155,24,0,0,210,0,0,null,2,66,47,49,29,9,8
607de70401199d2a103fba23,153,Полтавська область,2021-03-12,2045,403,298,105,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=153,221,63,52,11,155,21,3,18,32,4,4,0,4890,2350,2540,584,2339,2045,294,403,190,31,63,84,56,20,0,0,530,0,0,null,2,146,107,167,89,19,0
607de70401199d2a103fba24,156,Рівненська область,2021-03-12,1378,265,228,37,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=156,138,47,40,7,102,12,2,10,29,6,4,2,4028,1904,2124,611,1430,1378,52,265,110,28,47,114,52,19,0,0,280,0,0,null,1,78,78,79,37,7,0
607de70401199d2a103fba25,159,Сумська область,2021-03-12,1606,627,483,144,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=159,107,55,45,10,140,22,6,16,0,0,0,0,5391,1939,3452,651,1953,1606,347,627,83,24,55,94,62,26,0,0,440,0,0,null,8,116,147,113,50,5,1
607de70401199d2a103fba26,161,Тернопільська область,2021-03-12,1860,613,571,42,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=161,266,83,82,1,132,18,11,7,6,0,0,0,6587,2055,4532,927,2211,1860,351,613,231,35,83,116,85,18,0,0,570,0,0,null,6,133,127,153,101,43,7
607de70401199d2a103fba27,163,Харківська область,2021-03-12,4864,1369,1159,210,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=163,336,155,147,8,620,15,7,8,61,6,6,0,7631,4864,2767,1883,5184,4864,320,1369,252,84,155,210,169,96,0,0,290,0,0,null,20,102,50,67,36,9,6
607de70401199d2a103fba28,165,Херсонська область,2021-03-12,1967,165,141,24,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=165,154,16,14,2,24,1,1,0,20,5,1,4,3384,2284,1100,242,1996,1967,29,165,143,11,16,47,21,8,0,0,560,0,0,null,1,119,145,165,106,20,4
607de70401199d2a103fba29,168,Хмельницька область,2021-03-12,2237,980,842,138,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=168,174,84,78,6,130,8,2,6,40,13,12,1,5947,2503,3444,1258,2463,2237,226,980,152,22,84,163,109,40,0,0,250,0,0,null,0,49,53,61,58,26,3
607de70401199d2a103fba2a,171,Черкаська область,2021-03-12,2806,547,511,36,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=171,175,64,62,2,71,2,2,0,20,2,2,0,5528,2890,2638,657,2905,2806,99,547,152,23,64,85,49,12,0,0,470,0,0,null,6,107,138,130,77,12,0
607de70401199d2a103fba2b,173,Чернівецька область,2021-03-12,1786,928,822,106,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=173,166,91,74,17,60,0,0,0,20,4,4,0,4626,2304,2322,1431,1875,1786,89,928,135,31,91,127,128,33,4,0,420,0,0,null,1,119,114,103,70,13,0
607de70401199d2a103fba2c,174,Чернігівська область,2021-03-12,1369,454,354,100,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=174,167,45,44,1,76,50,7,43,20,0,0,0,4883,1621,3262,579,1546,1369,177,454,142,25,45,86,78,19,0,0,130,0,0,null,0,46,35,23,16,9,1
607de70401199d2a103fba2d,180,м. Київ,2021-03-12,3922,2201,2023,178,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=180,486,254,246,8,128,43,14,29,84,28,21,7,11477,5050,6427,2988,4604,3922,682,2201,376,110,254,413,273,144,6,1,340,0,0,null,1,122,93,70,47,7,0
607de70401199d2a103fba2e,false,Україна,2021-03-12,60694,22863,18876,3987,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=,5956,2356,2127,229,3385,763,271,492,1041,207,149,58,150235,70998,79237,31951,68180,60694,7486,22863,4687,1269,2356,3967,3116,958,14,5,9304,0,0,null,90,2625,2355,2359,1484,344,47
607de70401199d2a103fba2f,105,Вінницька область,2021-03-13,3028,1602,1051,551,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=105,280,143,119,24,97,70,43,27,72,14,3,11,5307,3300,2007,2292,3320,3028,292,1602,238,42,143,337,426,79,0,0,10,0,0,null,0,5,3,2,0,0,0
607de70401199d2a103fba30,107,Волинська область,2021-03-13,1600,452,386,66,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=107,203,54,52,2,46,8,1,7,35,1,0,1,4779,1757,3022,608,1894,1600,294,452,135,68,54,72,74,21,0,0,120,0,0,null,0,37,36,30,15,2,0
607de70401199d2a103fba31,112,Дніпропетровська область,2021-03-13,4103,1187,870,317,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=112,321,138,110,28,235,71,3,68,30,3,3,0,9934,4813,5121,1963,4499,4103,396,1187,234,87,138,271,288,41,0,0,80,0,0,null,0,17,21,24,17,1,0
607de70401199d2a103fba32,114,Донецька область,2021-03-13,3364,673,494,179,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=114,276,63,57,6,207,17,2,15,47,1,1,0,8777,3857,4920,995,3652,3364,288,673,208,68,63,127,126,20,0,0,130,0,0,null,6,75,34,15,0,0,0
607de70401199d2a103fba33,118,Житомирська область,2021-03-13,2458,1385,1184,201,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=118,269,109,104,5,127,19,16,3,30,5,5,0,5273,2818,2455,1459,2816,2458,358,1385,219,50,109,208,169,53,0,0,110,0,0,null,0,27,29,26,28,0,0
607de70401199d2a103fba34,121,Закарпатська область,2021-03-13,1752,1225,1115,110,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=121,213,135,126,9,41,22,18,4,41,16,16,0,5119,2460,2659,1913,1819,1752,67,1225,157,56,135,213,213,30,4,0,210,0,0,null,2,65,46,57,35,5,0
607de70401199d2a103fba35,123,Запорізька область,2021-03-13,2365,536,469,67,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=123,435,81,75,6,170,26,5,21,76,2,0,2,8346,2861,5485,736,2897,2365,532,536,243,192,81,127,114,35,0,4,10,0,0,null,0,1,3,5,0,1,0
607de70401199d2a103fba36,126,Івано-Франківська область,2021-03-13,2963,1943,1778,165,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=126,273,182,172,10,265,65,41,24,109,61,45,16,7081,4202,2879,3316,3252,2963,289,1943,234,39,182,350,472,86,0,0,214,0,0,null,1,66,60,39,29,16,3
607de70401199d2a103fba37,132,Київська область,2021-03-13,2547,1124,1021,103,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=132,192,91,87,4,107,22,12,10,81,3,3,0,5517,2852,2665,1297,2788,2547,241,1124,185,7,91,162,207,31,0,0,260,0,0,null,1,68,65,60,52,13,1
607de70401199d2a103fba38,135,Кіровоградська область,2021-03-13,1050,187,168,19,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=135,88,30,30,0,27,1,1,0,3,0,0,0,2636,1050,1586,232,1151,1050,101,187,54,34,30,40,40,18,0,0,90,0,0,null,0,26,15,20,25,2,2
607de70401199d2a103fba39,144,Луганська область,2021-03-13,1432,223,171,52,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=144,115,23,21,2,30,25,3,22,26,0,0,0,2906,1432,1474,245,1820,1432,388,223,89,26,23,27,29,9,0,0,370,0,0,null,2,121,108,94,27,15,3
607de70401199d2a103fba3a,146,Львівська область,2021-03-13,3705,1856,1435,421,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=146,347,179,154,25,50,24,17,7,50,22,16,6,7979,3955,4024,2072,4673,3705,968,1856,262,85,179,272,229,55,0,0,80,0,0,null,0,19,21,19,15,6,0
607de70401199d2a103fba3b,148,Миколаївська область,2021-03-13,1875,994,758,236,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=148,194,85,73,12,95,94,28,66,70,11,10,1,3660,2302,1358,1318,1993,1875,118,994,171,23,85,194,174,29,0,0,120,0,0,null,0,42,21,35,20,2,0
607de70401199d2a103fba3c,151,Одеська область,2021-03-13,2589,1095,810,285,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=151,366,109,87,22,277,75,9,66,47,5,4,1,8559,3634,4925,1535,3069,2589,480,1095,293,73,109,233,208,25,0,0,130,0,0,null,0,32,31,40,23,4,0
607de70401199d2a103fba3d,153,Полтавська область,2021-03-13,2045,411,297,114,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=153,221,68,55,13,155,26,3,23,32,3,3,0,4890,2350,2540,590,2339,2045,294,411,190,31,68,94,91,26,0,0,82,0,0,null,0,18,16,19,24,2,3
607de70401199d2a103fba3e,156,Рівненська область,2021-03-13,1378,277,240,37,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=156,138,46,39,7,102,6,0,6,29,3,2,1,4028,1904,2124,581,1430,1378,52,277,110,28,46,77,91,22,0,0,110,0,0,null,1,40,32,14,20,2,1
607de70401199d2a103fba3f,159,Сумська область,2021-03-13,1606,614,471,143,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=159,107,56,51,5,140,20,4,16,0,0,0,0,5391,1939,3452,636,1953,1606,347,614,83,24,56,116,131,24,0,0,70,0,0,null,0,17,25,23,4,1,0
607de70401199d2a103fba40,161,Тернопільська область,2021-03-13,1860,620,583,37,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=161,266,85,84,1,132,15,13,2,6,0,0,0,6587,2055,4532,928,2211,1860,351,620,231,35,85,115,135,22,0,0,210,0,0,null,2,65,39,50,34,16,4
607de70401199d2a103fba41,163,Харківська область,2021-03-13,4864,1422,1235,187,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=163,336,162,160,2,620,34,9,25,61,7,7,0,7631,4864,2767,1943,5184,4864,320,1422,252,84,162,226,180,111,0,0,120,0,0,null,0,31,31,32,22,4,0
607de70401199d2a103fba42,165,Херсонська область,2021-03-13,1967,172,151,21,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=165,154,17,17,0,24,5,1,4,20,5,1,4,3384,2284,1100,258,1996,1967,29,172,143,11,17,42,26,6,0,0,230,0,0,null,2,33,52,77,40,23,3
607de70401199d2a103fba43,168,Хмельницька область,2021-03-13,2237,1003,850,153,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=168,174,94,88,6,130,5,2,3,40,15,14,1,5942,2498,3444,1290,2463,2237,226,1003,152,22,94,195,159,36,0,0,270,0,0,null,1,35,71,80,55,26,2
607de70401199d2a103fba44,171,Черкаська область,2021-03-13,2806,581,534,47,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=171,177,67,65,2,71,2,2,0,20,2,2,0,5528,2890,2638,679,2905,2806,99,581,152,25,67,93,69,10,0,0,110,0,0,null,2,22,23,40,18,4,1
607de70401199d2a103fba45,173,Чернівецька область,2021-03-13,1788,909,805,104,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=173,166,94,82,12,60,0,0,0,20,4,4,0,4626,2359,2267,1377,1875,1788,87,909,140,26,94,133,165,33,3,0,290,0,0,null,5,97,68,75,33,10,2
607de70401199d2a103fba46,174,Чернігівська область,2021-03-13,1369,431,332,99,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=174,167,44,43,1,76,46,6,40,20,0,0,0,4883,1621,3262,554,1546,1369,177,431,142,25,44,55,85,18,0,0,170,0,0,null,0,61,39,37,21,12,0
607de70401199d2a103fba47,180,м. Київ,2021-03-13,3922,2230,2051,179,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=180,486,253,248,5,128,49,15,34,84,28,25,3,11477,5033,6444,3024,4604,3922,682,2230,376,110,253,437,372,147,6,0,0,0,0,null,0,0,0,0,0,0,0
607de70401199d2a103fba48,false,Україна,2021-03-13,60673,23152,19259,3893,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=,5964,2408,2199,209,3412,747,254,493,1049,211,164,47,150240,71090,79150,31841,68149,60673,7476,23152,4693,1271,2408,4216,4273,987,13,4,3596,0,0,null,25,1020,889,913,557,167,25
607de70401199d2a103fba49,105,Вінницька область,2021-03-14,3028,1662,1106,556,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=105,280,151,121,30,97,65,40,25,72,16,2,14,5307,3300,2007,2359,3320,3028,292,1662,238,42,151,177,106,76,0,0,10,0,0,null,0,6,2,2,0,0,0
607de70401199d2a103fba4a,107,Волинська область,2021-03-14,1600,464,391,73,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=107,204,57,52,5,46,10,1,9,35,1,0,1,4779,1757,3022,627,1894,1600,294,464,136,68,57,46,23,15,0,0,90,0,0,null,1,40,17,27,1,4,0
607de70401199d2a103fba4b,112,Дніпропетровська область,2021-03-14,4103,1232,883,349,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=112,321,147,117,30,235,81,3,78,30,4,4,0,9934,4813,5121,2034,4499,4103,396,1232,234,87,147,165,94,38,0,0,170,0,0,null,1,57,43,38,26,5,0
607de70401199d2a103fba4c,114,Донецька область,2021-03-14,3364,696,506,190,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=114,276,64,59,5,207,16,2,14,47,1,1,0,8777,3857,4920,1024,3652,3364,288,696,208,68,64,62,44,20,0,0,260,0,0,null,15,160,54,31,0,0,0
607de70401199d2a103fba4d,118,Житомирська область,2021-03-14,2458,1441,1221,220,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=118,269,112,103,9,127,20,14,6,30,7,5,2,5273,2818,2455,1526,2816,2458,358,1441,219,50,112,150,82,53,0,0,70,0,0,null,0,17,20,10,13,10,0
607de70401199d2a103fba4e,121,Закарпатська область,2021-03-14,1777,1247,1169,78,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=121,213,136,129,7,41,23,22,1,41,14,14,0,5119,2460,2659,1962,1844,1777,67,1247,157,56,136,121,65,26,4,0,30,0,0,null,0,6,5,15,4,0,0
607de70401199d2a103fba4f,123,Запорізька область,2021-03-14,2365,575,505,70,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=123,435,84,79,5,170,19,6,13,76,4,3,1,8346,2861,5485,774,2897,2365,532,575,243,192,84,66,28,40,0,4,0,0,0,null,0,0,0,0,0,0,0
607de70401199d2a103fba50,126,Івано-Франківська область,2021-03-14,2963,1954,1811,143,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=126,273,183,174,9,265,79,45,34,109,64,46,18,7081,4202,2879,3401,3252,2963,289,1954,234,39,183,159,74,87,0,0,18,0,0,null,0,4,5,0,8,1,0
607de70401199d2a103fba51,132,Київська область,2021-03-14,2497,1179,1065,114,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=132,192,89,83,6,107,27,10,17,81,4,3,1,5517,2852,2665,1365,2788,2497,291,1179,185,7,89,125,50,30,0,0,230,0,0,null,4,49,51,66,45,12,3
607de70401199d2a103fba52,135,Кіровоградська область,2021-03-14,1050,196,179,17,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=135,88,29,28,1,27,2,2,0,3,0,0,0,2636,1051,1585,235,1151,1050,101,196,54,34,29,36,24,17,0,0,30,0,0,null,0,0,5,3,20,2,0
607de70401199d2a103fba53,144,Луганська область,2021-03-14,1432,223,174,49,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=144,115,23,21,2,30,25,3,22,26,0,0,0,2906,1432,1474,248,1820,1432,388,223,89,26,23,15,9,9,0,0,170,0,0,null,0,48,36,50,26,8,2
607de70401199d2a103fba54,146,Львівська область,2021-03-14,3705,1957,1531,426,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=146,347,174,153,21,50,21,16,5,50,27,21,6,7979,3955,4024,2187,4673,3705,968,1957,262,85,174,159,44,58,0,0,50,0,0,null,1,12,18,10,7,2,0
607de70401199d2a103fba55,148,Миколаївська область,2021-03-14,1875,1051,798,253,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=148,196,93,80,13,95,86,28,58,70,10,10,0,3660,2302,1358,1371,1993,1875,118,1051,171,25,93,116,63,28,0,0,80,0,0,null,1,22,23,22,10,1,1
607de70401199d2a103fba56,151,Одеська область,2021-03-14,2594,1141,850,291,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=151,366,110,87,23,277,80,11,69,47,3,2,1,8559,3634,4925,1606,3074,2594,480,1141,293,73,110,165,61,26,0,0,160,0,0,null,0,30,50,41,28,11,0
607de70401199d2a103fba57,153,Полтавська область,2021-03-14,2045,439,306,133,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=153,221,74,57,17,155,30,5,25,32,4,3,1,4890,2350,2540,631,2339,2045,294,439,190,31,74,64,19,28,0,0,80,0,0,null,2,29,14,9,11,7,8
607de70401199d2a103fba58,156,Рівненська область,2021-03-14,1378,286,252,34,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=156,138,48,42,6,102,5,0,5,29,1,0,1,4028,1904,2124,594,1430,1378,52,286,110,28,48,34,12,22,0,0,0,0,0,null,0,0,0,0,0,0,0
607de70401199d2a103fba59,159,Сумська область,2021-03-14,1606,636,480,156,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=159,107,57,52,5,140,29,6,23,0,0,0,0,5391,1939,3452,667,1953,1606,347,636,83,24,57,45,12,26,0,0,50,0,0,null,0,0,12,24,12,2,0
607de70401199d2a103fba5a,161,Тернопільська область,2021-03-14,1870,648,628,20,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=161,266,89,87,2,132,15,12,3,6,0,0,0,6587,2065,4522,978,2221,1870,351,648,231,35,89,66,25,20,0,0,100,0,0,null,0,41,18,12,17,10,2
607de70401199d2a103fba5b,163,Харківська область,2021-03-14,4864,1447,1252,195,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=163,336,157,152,5,620,34,9,25,61,9,9,0,7631,4864,2767,1990,5184,4864,320,1447,252,84,157,154,105,101,0,0,60,0,0,null,0,17,26,12,4,1,0
607de70401199d2a103fba5c,165,Херсонська область,2021-03-14,1967,176,151,25,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=165,154,19,19,0,24,6,1,5,20,5,1,4,3384,2284,1100,266,1996,1967,29,176,143,11,19,20,12,6,0,0,100,0,0,null,0,27,13,31,26,3,0
607de70401199d2a103fba5d,168,Хмельницька область,2021-03-14,2237,1040,879,161,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=168,174,94,87,7,130,6,2,4,40,16,16,0,5942,2498,3444,1330,2463,2237,226,1040,152,22,94,85,48,34,0,0,60,0,0,null,0,19,9,11,18,3,0
607de70401199d2a103fba5e,171,Черкаська область,2021-03-14,2806,598,543,55,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=171,177,66,65,1,71,3,2,1,20,2,2,0,5528,2890,2638,717,2905,2806,99,598,152,25,66,69,36,12,0,0,0,0,0,null,0,0,0,0,0,0,0
607de70401199d2a103fba5f,173,Чернівецька область,2021-03-14,1788,899,798,101,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=173,166,92,78,14,60,0,0,0,20,5,4,1,4626,2359,2267,1382,1875,1788,87,899,140,26,92,83,60,31,3,0,120,0,0,null,2,38,33,22,16,9,0
607de70401199d2a103fba60,174,Чернігівська область,2021-03-14,1369,443,346,97,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=174,167,45,44,1,76,42,6,36,20,0,0,0,4883,1621,3262,575,1546,1369,177,443,142,25,45,42,22,18,0,0,80,0,0,null,0,13,26,22,15,3,1
607de70401199d2a103fba61,180,м. Київ,2021-03-14,3922,2322,2097,225,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=180,486,257,248,9,128,50,15,35,84,27,24,3,11477,5062,6415,3199,4604,3922,682,2322,376,110,257,273,60,157,6,0,0,0,0,null,0,0,0,0,0,0,0
607de70401199d2a103fba62,false,Україна,2021-03-14,60663,23952,19921,4031,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=2&distributionBy=age&regionId=,5967,2450,2217,233,3412,774,261,513,1049,224,170,54,150240,71130,79110,33048,68189,60663,7526,23952,4694,1273,2450,2497,1178,978,13,4,2018,0,0,null,27,635,480,458,307,94,17
607de70401199d2a103fba63,105,Вінницька область,2021-03-15,3048,1717,1121,596,https://health-security.rnbo.gov.ua/api/vaccination/process/chart?vaccines=&dose=1&distributionBy=age&regionId=105,280,152,122,30,97,69,44,25,72,19,4,15,5307,3330,1977,2452,3320,3048,272,1717,238,42,152,161,68,75,0,0,440,0,0,null,1,112,114,134,60,19,0
